Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,number_of_cells,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,create_date,version
SRR5686629,OTHER,150,150926400,PRJNA390607,SAMN07246403,57188493,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921415,Mz19-GFP,GSM2670160,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670160,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686630,OTHER,150,174391950,PRJNA390607,SAMN07245831,65950040,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921416,Mz19-GFP,GSM2670161,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670161,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686631,OTHER,150,213738900,PRJNA390607,SAMN07245830,80389867,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921417,Mz19-GFP,GSM2670162,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670162,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686632,OTHER,150,192807150,PRJNA390607,SAMN07245829,72443220,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921418,Mz19-GFP,GSM2670163,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670163,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686633,OTHER,150,193108500,PRJNA390607,SAMN07245828,72725195,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921419,Mz19-GFP,GSM2670164,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670164,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686634,OTHER,150,216948750,PRJNA390607,SAMN07245827,81029130,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921420,Mz19-GFP,GSM2670165,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670165,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686635,OTHER,150,183470850,PRJNA390607,SAMN07245826,68579566,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921421,Mz19-GFP,GSM2670166,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670166,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:47:00Z,1
SRR5686636,OTHER,150,165488700,PRJNA390607,SAMN07245825,61757321,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921422,Mz19-GFP,GSM2670167,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670167,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686637,OTHER,150,177335700,PRJNA390607,SAMN07245824,66717784,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921423,Mz19-GFP,GSM2670168,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670168,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686638,OTHER,150,140818800,PRJNA390607,SAMN07245823,57135566,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921424,Mz19-GFP,GSM2670169,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670169,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686639,OTHER,150,210355350,PRJNA390607,SAMN07245822,78640013,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921425,Mz19-GFP,GSM2670170,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670170,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686640,OTHER,150,164866500,PRJNA390607,SAMN07245821,62305005,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921426,Mz19-GFP,GSM2670171,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670171,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686641,OTHER,150,185442900,PRJNA390607,SAMN07245820,69381620,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921427,Mz19-GFP,GSM2670172,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670172,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686642,OTHER,150,183584850,PRJNA390607,SAMN07245819,68640498,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921428,Mz19-GFP,GSM2670173,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670173,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686643,OTHER,150,198465150,PRJNA390607,SAMN07245818,74526482,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921429,Mz19-GFP,GSM2670174,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670174,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686644,OTHER,150,208755300,PRJNA390607,SAMN07245817,78115351,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921430,Mz19-GFP,GSM2670175,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670175,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686645,OTHER,150,224143800,PRJNA390607,SAMN07245816,83594784,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921431,Mz19-GFP,GSM2670176,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670176,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686646,OTHER,150,222944400,PRJNA390607,SAMN07245815,83018525,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921432,Mz19-GFP,GSM2670177,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670177,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686647,OTHER,150,222456600,PRJNA390607,SAMN07245814,82548692,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921433,Mz19-GFP,GSM2670178,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670178,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686648,OTHER,150,145567350,PRJNA390607,SAMN07245813,54434899,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921434,Mz19-GFP,GSM2670179,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670179,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686649,OTHER,150,196097100,PRJNA390607,SAMN07245812,72970479,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921435,Mz19-GFP,GSM2670180,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670180,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:47:00Z,1
SRR5686650,OTHER,150,192285450,PRJNA390607,SAMN07245811,71860427,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921436,Mz19-GFP,GSM2670181,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670181,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686651,OTHER,150,192371100,PRJNA390607,SAMN07245810,72276420,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921437,Mz19-GFP,GSM2670182,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670182,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686652,OTHER,150,192542550,PRJNA390607,SAMN07245809,71855757,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921438,Mz19-GFP,GSM2670183,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670183,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686653,OTHER,150,207909000,PRJNA390607,SAMN07245808,77601797,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921439,Mz19-GFP,GSM2670184,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670184,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686654,OTHER,150,202714950,PRJNA390607,SAMN07245807,75220524,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921440,Mz19-GFP,GSM2670185,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670185,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686655,OTHER,150,215119950,PRJNA390607,SAMN07245806,80289277,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921441,Mz19-GFP,GSM2670186,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670186,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686656,OTHER,150,213414150,PRJNA390607,SAMN07245805,79717848,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921442,Mz19-GFP,GSM2670187,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670187,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:47:00Z,1
SRR5686657,OTHER,150,204911700,PRJNA390607,SAMN07245804,76490923,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921443,Mz19-GFP,GSM2670188,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670188,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:47:00Z,1
SRR5686658,OTHER,150,202199550,PRJNA390607,SAMN07245803,75482553,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921444,Mz19-GFP,GSM2670189,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670189,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686659,OTHER,150,171592650,PRJNA390607,SAMN07245802,64045138,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921445,Mz19-GFP,GSM2670190,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670190,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686660,OTHER,150,178191750,PRJNA390607,SAMN07245867,66386951,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921446,Mz19-GFP,GSM2670191,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670191,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686661,OTHER,150,186980850,PRJNA390607,SAMN07245866,69969749,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921447,Mz19-GFP,GSM2670192,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670192,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686662,OTHER,150,209975400,PRJNA390607,SAMN07245865,78609133,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921448,Mz19-GFP,GSM2670193,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670193,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686663,OTHER,150,219457350,PRJNA390607,SAMN07245864,81817779,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921449,Mz19-GFP,GSM2670194,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670194,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686664,OTHER,150,207413550,PRJNA390607,SAMN07245863,77918142,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921450,Mz19-GFP,GSM2670195,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670195,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:47:00Z,1
SRR5686665,OTHER,150,198696750,PRJNA390607,SAMN07245862,74335643,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921451,Mz19-GFP,GSM2670196,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670196,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686666,OTHER,150,178431600,PRJNA390607,SAMN07245861,66884418,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921452,Mz19-GFP,GSM2670197,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670197,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686667,OTHER,150,187080750,PRJNA390607,SAMN07245860,69961227,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921453,Mz19-GFP,GSM2670198,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670198,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686668,OTHER,150,204946950,PRJNA390607,SAMN07245859,76325266,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921454,Mz19-GFP,GSM2670199,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670199,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686669,OTHER,150,203145300,PRJNA390607,SAMN07245858,76000210,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921455,Mz19-GFP,GSM2670200,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670200,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686670,OTHER,150,198684900,PRJNA390607,SAMN07245857,73809567,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921456,Mz19-GFP,GSM2670201,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670201,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686671,OTHER,150,197832150,PRJNA390607,SAMN07245856,73548383,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921457,Mz19-GFP,GSM2670202,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670202,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686672,OTHER,150,184524150,PRJNA390607,SAMN07245855,68749004,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921458,Mz19-GFP,GSM2670203,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670203,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686673,OTHER,150,170416500,PRJNA390607,SAMN07245854,63087431,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921459,Mz19-GFP,GSM2670204,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670204,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686674,OTHER,150,202530600,PRJNA390607,SAMN07245853,75657502,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921460,Mz19-GFP,GSM2670205,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670205,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:47:00Z,1
SRR5686675,OTHER,150,181187100,PRJNA390607,SAMN07245845,68231979,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921461,Mz19-GFP,GSM2670206,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670206,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686676,OTHER,150,195717450,PRJNA390607,SAMN07245852,73249067,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921462,Mz19-GFP,GSM2670207,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670207,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
SRR5686677,OTHER,150,204421200,PRJNA390607,SAMN07245851,76270034,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX2921463,Mz19-GFP,GSM2670208,NextSeq 550,PAIRED,other,TRANSCRIPTOMIC,1,Drosophila melanogaster,ILLUMINA,2017-10-30T00:00:00Z,GSM2670208,"olfactory projection neuron innervating DA1\, VA1d\, or DC3 glomerulus",SRP109266,2017-06-15T11:46:00Z,1
